Flow_Duration,Protocol,Src_IP,Dst_IP,Total_Fwd_Packets,Total_Backward_Packets,Label
17370,TCP,10.185.125.248,172.17.144.142,17,6,Normal
14637,TCP,56.158.155.187,192.168.216.56,5,11,Normal
23206,TCP,10.27.90.183,138.42.125.208,10,12,Normal
18577,TCP,192.168.34.122,172.21.237.205,8,6,Normal
31720,UDP,172.23.118.17,172.22.92.61,13,4,Normal
29934,UDP,192.168.84.111,10.114.131.106,5,7,Normal
22538,TCP,10.182.171.242,10.43.115.246,1,38,Attack
23301,TCP,10.24.9.53,73.234.5.96,20,13,Normal
25153,TCP,10.198.50.103,172.29.27.215,23,21,Attack
23747,ICMP,192.168.230.60,51.120.103.63,3,2,Normal
25769,TCP,37.165.204.68,172.18.11.143,19,16,Normal
6135,UDP,172.31.238.20,10.65.118.253,7,4,Normal
23230,TCP,10.59.141.206,192.168.102.132,8,12,Normal
10804,TCP,10.85.219.140,118.27.237.94,17,10,Normal
23589,TCP,192.168.27.23,192.168.108.242,11,18,Normal
5217,UDP,224.240.106.108,172.30.4.112,10,1,Normal
15350,TCP,196.112.48.209,134.1.144.129,11,10,Normal
21870,TCP,226.249.15.157,172.30.57.117,10,15,Normal
12337,TCP,10.194.32.28,172.23.211.223,34,18,Attack
38249,TCP,192.168.196.144,192.168.103.59,28,38,Attack
9119,UDP,10.5.191.15,172.16.228.129,3,4,Normal
16404,TCP,61.238.125.82,172.23.55.197,16,4,Normal
4566,TCP,10.174.252.192,172.18.164.119,7,3,Normal
11275,TCP,90.220.111.205,10.163.246.4,7,7,Normal
15145,TCP,10.113.240.170,87.18.64.139,10,6,Normal
18025,TCP,10.237.156.244,10.91.126.249,10,13,Normal
21469,TCP,10.175.209.230,172.29.207.55,13,18,Normal
11438,TCP,172.31.136.145,192.168.247.22,8,8,Normal
37192,TCP,10.189.24.37,10.190.171.67,12,7,Normal
7451,TCP,192.168.202.98,10.77.83.93,11,2,Normal
9351,TCP,207.57.119.175,10.196.150.51,10,13,Normal
25078,TCP,172.25.137.13,192.168.197.153,21,15,Normal
20803,TCP,192.168.166.247,10.187.172.134,12,11,Normal
28451,TCP,30.110.211.165,172.21.45.180,13,7,Normal
15483,TCP,192.168.153.158,192.168.4.61,7,10,Normal
35939,TCP,157.248.230.160,176.223.19.245,38,40,Attack
15118,TCP,10.134.234.131,10.215.245.112,1,27,Attack
15905,TCP,10.183.154.197,172.27.14.238,17,12,Normal
32660,TCP,192.168.75.175,172.31.233.52,7,4,Normal
16728,TCP,172.24.236.207,10.144.151.72,11,13,Normal
37000,TCP,74.84.29.121,172.22.114.69,48,31,Attack
15124,TCP,192.168.35.221,10.228.237.218,15,11,Normal
25689,TCP,10.156.189.221,172.20.85.194,14,13,Normal
15747,UDP,192.168.223.174,192.168.55.0,6,3,Normal
12349,TCP,172.31.168.232,237.102.37.9,15,7,Normal
25874,TCP,192.168.239.177,10.11.5.245,2,15,Normal
14930,TCP,96.123.81.88,10.140.142.40,13,10,Normal
8128,UDP,10.237.226.151,141.61.219.131,7,8,Normal
18567,TCP,172.23.70.28,172.21.13.174,5,10,Normal
17647,TCP,73.127.201.39,192.168.65.235,13,12,Normal
10765,TCP,245.180.228.27,10.11.120.180,3,12,Normal
27346,TCP,125.110.246.55,172.21.89.125,9,7,Normal
22368,TCP,172.16.154.99,192.168.43.225,4,18,Normal
16704,UDP,98.41.46.125,10.18.195.249,7,6,Normal
10890,UDP,172.28.27.130,192.168.102.220,4,2,Normal
18097,UDP,222.213.130.225,192.168.63.169,10,2,Normal
33371,TCP,248.107.158.235,192.168.158.223,18,17,Normal
15770,TCP,10.125.235.217,2.104.50.72,8,8,Normal
4904,UDP,86.247.86.125,172.17.4.238,1,1,Normal
19291,TCP,10.231.141.22,10.207.142.178,15,15,Normal
27564,UDP,192.168.203.246,152.32.195.54,5,4,Normal
4733,TCP,172.24.65.168,172.19.153.111,4,5,Normal
14910,TCP,131.99.182.132,192.168.82.209,18,11,Normal
21941,TCP,172.22.121.91,192.168.58.196,3,12,Normal
18933,UDP,10.226.218.101,10.76.47.204,38,12,Attack
40897,TCP,254.237.200.216,10.180.117.108,8,12,Normal
11718,TCP,172.22.227.97,192.168.25.242,16,13,Normal
15396,TCP,10.241.28.200,192.168.50.8,10,8,Normal
9568,TCP,10.232.104.207,172.16.252.180,3,5,Normal
30322,TCP,172.30.45.107,172.23.29.43,13,7,Normal
17119,UDP,10.184.42.102,192.168.236.223,8,5,Normal
13181,TCP,10.229.62.249,10.192.95.111,12,10,Normal
14798,UDP,10.112.24.205,172.31.68.185,10,8,Normal
17253,UDP,192.168.102.83,10.49.189.198,19,13,Attack
11967,TCP,192.168.199.207,172.22.233.26,11,6,Normal
14383,TCP,192.168.136.130,172.31.133.249,17,7,Normal
15609,TCP,46.73.164.121,10.4.222.223,11,10,Normal
22973,TCP,144.225.113.123,93.111.72.221,13,11,Normal
24634,TCP,172.16.2.232,192.168.86.80,11,16,Normal
15561,ICMP,139.4.175.182,117.70.52.207,3,1,Normal
14255,ICMP,146.246.15.55,172.24.169.220,5,1,Normal
15864,UDP,10.126.178.226,192.168.101.150,13,1,Normal
19113,TCP,204.97.251.113,172.22.180.19,10,3,Normal
10695,TCP,192.168.109.232,192.168.22.194,5,11,Normal
33003,UDP,192.168.199.239,172.18.178.204,8,4,Normal
31410,TCP,86.189.82.80,192.168.97.152,19,14,Normal
10323,TCP,172.29.165.150,10.237.47.192,11,2,Normal
54250,TCP,192.168.73.220,10.178.171.66,16,8,Normal
19730,TCP,60.38.157.149,92.85.92.221,13,13,Normal
16924,TCP,172.31.128.100,172.23.136.108,10,15,Normal
21595,TCP,172.29.150.170,4.42.188.119,10,12,Normal
20018,TCP,192.168.104.241,10.45.250.82,15,13,Normal
10957,UDP,239.66.195.246,172.23.91.176,13,4,Normal
7368,ICMP,172.19.225.66,10.144.185.129,1,1,Normal
23661,TCP,172.16.83.166,172.26.143.164,26,15,Normal
5471,UDP,90.42.20.23,10.5.124.6,6,5,Normal
13280,ICMP,126.93.201.82,192.168.77.154,2,2,Normal
39826,TCP,172.20.53.245,192.168.48.39,15,12,Normal
15067,TCP,218.241.231.189,172.20.37.180,17,18,Normal
29338,TCP,135.218.129.70,222.40.88.26,11,9,Normal
20872,TCP,101.58.243.107,172.27.91.178,10,8,Normal
10657,UDP,172.18.163.193,10.19.236.253,9,7,Normal
14781,TCP,141.137.239.22,166.175.81.89,20,7,Normal
14113,TCP,75.242.82.142,10.59.218.10,13,6,Normal
8952,TCP,10.18.206.254,172.25.141.53,13,20,Normal
21584,TCP,10.143.12.36,192.168.80.84,11,19,Normal
14116,UDP,206.6.176.193,10.196.194.101,5,4,Normal
35996,TCP,10.94.168.78,24.26.196.80,10,10,Normal
10863,TCP,192.168.34.40,192.168.247.152,11,13,Normal
7141,TCP,10.223.57.238,172.29.203.176,1,6,Normal
23631,TCP,172.21.19.162,192.168.212.234,21,4,Normal
30173,TCP,10.55.48.139,172.28.77.38,10,12,Normal
27942,TCP,172.30.249.121,172.20.41.186,11,6,Normal
36252,TCP,10.106.37.68,215.187.252.50,14,13,Normal
19024,TCP,10.58.242.94,172.20.145.169,9,11,Normal
19119,UDP,172.19.140.174,10.100.15.228,10,8,Normal
21322,TCP,10.230.4.119,192.168.164.52,13,16,Normal
25083,TCP,10.106.246.215,10.253.87.203,12,6,Normal
30373,TCP,192.168.246.206,10.172.158.157,10,14,Normal
21274,UDP,10.223.51.56,192.168.172.197,5,0,Normal
13052,TCP,172.31.77.221,172.24.95.182,14,8,Normal
33052,TCP,192.168.21.56,10.45.140.254,22,11,Normal
20368,TCP,10.58.85.102,10.158.23.131,17,8,Normal
30749,TCP,10.168.69.45,192.168.109.126,14,11,Normal
23581,UDP,192.168.49.136,192.168.109.65,12,6,Normal
16856,TCP,10.79.179.99,10.0.60.123,9,14,Normal
8803,UDP,44.87.25.20,10.129.96.218,5,4,Normal
8376,UDP,192.168.130.203,192.168.168.159,7,5,Normal
61215,TCP,192.168.171.84,10.107.96.126,40,21,Attack
13517,UDP,172.31.43.5,172.24.206.126,11,8,Normal
25493,TCP,192.168.122.148,172.17.53.100,15,12,Normal
7539,UDP,11.7.118.141,192.168.18.88,2,6,Normal
28157,TCP,192.168.172.26,172.30.84.195,16,15,Normal
26032,TCP,192.168.110.188,192.168.28.188,11,15,Normal
8758,TCP,140.95.23.63,172.20.211.206,13,0,Normal
9413,TCP,10.228.246.57,192.168.66.0,11,6,Normal
23930,TCP,156.212.148.247,192.168.194.248,9,14,Normal
11578,UDP,10.204.190.222,224.18.153.214,8,4,Normal
4583,TCP,192.168.109.187,10.46.178.142,8,11,Normal
33125,TCP,10.98.180.252,56.189.209.231,37,38,Attack
13797,TCP,192.168.27.87,182.137.200.131,8,8,Normal
28825,TCP,10.166.232.60,172.31.101.87,6,7,Normal
18711,TCP,172.18.167.61,172.25.114.33,74,21,Attack
14507,UDP,10.113.101.239,10.0.173.87,6,4,Normal
17944,TCP,172.30.105.136,172.18.116.159,11,9,Normal
25013,TCP,10.173.38.117,172.31.43.156,17,8,Normal
4541,TCP,10.244.87.241,162.75.191.112,12,2,Normal
28579,TCP,10.90.178.221,228.73.186.79,26,43,Attack
11599,TCP,10.21.172.240,9.124.170.197,7,13,Normal
8847,UDP,192.168.61.145,192.168.189.12,5,5,Normal
26132,TCP,172.18.232.163,65.195.35.254,20,12,Normal
21652,ICMP,90.40.7.115,10.183.139.128,1,5,Normal
5225,TCP,199.241.229.127,10.78.62.87,7,17,Normal
5926,TCP,132.48.154.155,172.27.248.137,9,5,Normal
23648,UDP,192.168.15.196,192.168.92.0,6,4,Normal
17380,UDP,10.26.29.11,10.107.129.7,6,6,Normal
18061,UDP,10.23.43.54,192.168.173.138,9,9,Normal
38290,ICMP,10.107.110.129,172.31.50.243,3,2,Normal
24557,UDP,192.168.184.223,192.168.246.56,5,5,Normal
17248,UDP,10.131.57.154,29.245.28.171,6,2,Normal
24509,TCP,192.168.87.230,192.168.136.183,24,10,Normal
10555,UDP,10.189.138.129,172.17.97.249,8,8,Normal
25264,TCP,192.168.3.117,172.23.219.145,1,18,Normal
7218,TCP,9.14.92.172,10.87.101.84,7,6,Normal
21591,TCP,135.157.79.140,192.168.113.157,9,13,Normal
30522,ICMP,10.195.124.177,172.19.251.62,5,3,Normal
5329,ICMP,10.77.93.48,10.205.50.10,2,0,Normal
12728,TCP,64.0.149.13,192.168.239.18,10,7,Normal
6174,UDP,215.93.134.130,192.168.111.13,2,7,Normal
13768,UDP,172.16.144.168,172.24.183.25,8,7,Normal
31646,TCP,192.168.107.141,10.135.66.119,15,12,Normal
16034,TCP,192.168.86.58,10.235.175.219,11,16,Normal
26646,TCP,181.100.51.6,172.16.24.173,32,22,Attack
5201,UDP,228.235.143.175,192.168.74.72,7,7,Normal
22543,TCP,172.28.187.38,172.17.55.173,15,8,Normal
8466,ICMP,172.19.89.93,74.228.239.204,2,3,Normal
12201,TCP,192.168.49.177,172.18.42.56,5,20,Normal
12683,ICMP,10.123.205.246,192.168.75.236,2,1,Normal
27979,TCP,158.126.50.131,172.25.123.115,13,12,Normal
11581,UDP,10.101.199.57,227.91.80.245,5,6,Normal
22942,TCP,92.74.34.244,10.206.52.36,7,7,Normal
14695,TCP,172.25.22.43,10.190.154.197,4,10,Normal
8131,UDP,172.25.87.106,172.209.224.119,7,1,Normal
8375,UDP,10.79.90.13,192.168.30.53,5,5,Normal
57290,UDP,172.18.118.143,97.57.171.181,10,2,Normal
16834,TCP,172.20.17.168,192.168.192.157,10,5,Normal
20321,TCP,10.62.148.191,192.168.26.90,15,7,Normal
12030,TCP,10.55.184.139,192.168.25.204,14,8,Normal
22946,TCP,10.226.199.4,10.133.3.19,3,9,Normal
34638,TCP,10.108.96.184,122.57.176.14,6,14,Normal
26705,UDP,10.250.163.145,10.90.251.185,13,7,Normal
24252,UDP,165.62.87.125,192.168.146.128,5,6,Normal
31799,UDP,10.157.190.105,192.168.179.155,8,8,Normal
28247,UDP,192.168.79.249,172.25.60.157,7,6,Normal
13531,UDP,10.39.236.19,192.168.158.102,2,6,Normal
14444,TCP,172.30.50.3,172.28.195.49,7,10,Normal
19809,TCP,172.24.95.162,10.127.44.110,7,11,Normal
12528,TCP,172.21.241.168,192.168.42.189,15,9,Normal
15731,UDP,192.168.19.162,172.25.159.62,5,7,Normal
13853,TCP,10.24.181.120,10.245.191.139,19,17,Normal
30547,TCP,10.75.24.98,10.186.149.131,13,11,Normal
14714,TCP,10.172.146.22,10.110.38.174,5,15,Normal
24880,TCP,10.15.207.46,10.102.146.128,1,14,Normal
6444,TCP,142.75.116.222,172.30.147.119,12,0,Normal
15522,UDP,13.238.120.147,10.25.180.136,9,5,Normal
13192,TCP,10.151.125.178,172.31.64.139,9,8,Normal
8082,TCP,10.193.211.107,192.168.248.157,11,9,Normal
8030,UDP,172.18.49.226,138.132.205.120,3,6,Normal
34848,TCP,192.168.20.29,172.27.237.15,10,16,Normal
15075,UDP,172.26.82.64,10.1.17.32,10,8,Normal
22069,TCP,39.49.37.111,172.30.67.171,20,12,Normal
29063,TCP,172.29.170.58,192.168.171.178,11,0,Normal
23189,TCP,172.30.181.95,172.30.32.128,13,16,Normal
44641,TCP,172.17.109.206,172.27.1.116,54,23,Attack
13702,UDP,192.168.200.50,192.168.52.72,8,4,Normal
44525,TCP,10.204.201.40,10.204.107.34,13,7,Normal
35698,TCP,10.222.225.41,8.8.41.44,18,10,Normal
12803,TCP,172.16.224.50,244.252.153.0,13,6,Normal
14194,UDP,10.181.113.83,10.122.47.83,6,3,Normal
10024,UDP,192.168.14.234,192.168.166.14,12,4,Normal
9229,ICMP,10.91.245.214,122.144.199.32,3,0,Normal
38164,TCP,10.164.251.250,192.168.134.187,20,26,Attack
39301,TCP,192.168.101.212,172.20.214.203,35,32,Attack
11786,TCP,10.200.49.124,33.15.50.114,21,1,Normal
25361,TCP,81.220.166.132,192.168.215.27,16,11,Normal
21662,ICMP,172.17.0.22,29.39.205.13,2,1,Normal
11579,UDP,192.168.34.107,192.168.136.244,11,5,Normal
14462,TCP,10.104.78.175,192.168.133.78,10,5,Normal
24503,TCP,192.168.23.124,172.21.114.143,26,15,Attack
30013,UDP,172.24.6.245,192.168.103.242,10,4,Normal
36244,TCP,192.168.220.219,172.24.179.198,6,10,Normal
35322,TCP,172.31.97.206,15.60.79.188,8,16,Normal
22144,TCP,233.217.205.69,10.130.101.202,12,10,Normal
22559,TCP,172.20.181.6,10.67.195.211,12,12,Normal
22875,TCP,192.168.217.237,172.16.255.17,15,10,Normal
11612,TCP,10.252.4.243,10.30.176.253,7,9,Normal
16225,TCP,125.73.122.125,172.20.233.126,12,3,Normal
13886,TCP,192.168.224.73,112.58.164.94,1,5,Normal
10555,TCP,10.164.101.147,192.168.131.153,2,8,Normal
11159,TCP,172.31.205.2,172.28.232.27,8,10,Normal
13218,ICMP,206.226.10.80,192.168.246.41,3,2,Normal
14737,UDP,192.168.64.97,192.168.142.142,9,8,Normal
3633,TCP,172.31.194.2,192.168.92.202,10,0,Normal
7877,TCP,192.168.46.235,172.30.164.87,3,11,Normal
34226,UDP,10.11.246.202,172.18.40.97,21,19,Attack
11356,TCP,172.23.26.171,172.20.237.251,25,10,Normal
13976,TCP,10.238.251.182,10.128.207.107,11,11,Normal
24281,UDP,10.1.69.29,10.1.149.243,4,7,Normal
21411,TCP,10.208.128.240,12.238.93.108,11,16,Normal
16242,UDP,10.110.214.113,10.227.238.160,2,6,Normal
28071,TCP,172.24.25.145,192.168.2.146,8,5,Normal
31310,TCP,192.168.48.85,130.213.68.130,14,8,Normal
17324,TCP,172.23.236.229,172.17.56.127,18,7,Normal
31226,TCP,11.82.191.249,192.168.67.187,10,18,Normal
4547,TCP,236.46.14.84,192.168.136.75,5,6,Normal
9840,TCP,155.142.28.152,192.168.200.86,1,8,Normal
44508,UDP,192.168.106.63,10.21.224.138,10,6,Normal
17184,TCP,172.16.145.49,10.196.51.134,12,6,Normal
19929,TCP,172.23.166.105,172.31.162.99,11,8,Normal
11834,UDP,192.168.55.179,175.60.248.188,7,6,Normal
14666,UDP,10.46.99.130,192.168.111.102,6,6,Normal
14563,TCP,10.50.26.5,148.196.140.9,11,7,Normal
19828,TCP,192.168.132.61,10.95.94.141,12,4,Normal
14223,ICMP,10.14.167.209,192.168.208.37,3,0,Normal
22704,TCP,10.247.138.151,10.202.120.161,11,11,Normal
14116,UDP,172.22.177.173,74.165.175.255,5,8,Normal
10656,UDP,172.18.88.177,172.21.25.139,13,4,Normal
11010,UDP,192.168.40.83,10.197.3.121,7,8,Normal
9945,TCP,172.30.195.128,172.21.11.163,3,10,Normal
28055,TCP,192.168.27.113,172.17.116.58,10,13,Normal
23705,TCP,250.27.242.99,10.11.131.63,10,11,Normal
23540,TCP,117.212.62.165,55.51.33.10,8,13,Normal
10713,ICMP,172.26.10.94,10.3.137.214,1,2,Normal
19734,TCP,125.68.206.209,192.168.174.181,12,0,Normal
13472,TCP,43.244.65.131,10.105.245.61,12,12,Normal
12437,TCP,172.29.1.211,10.190.217.159,6,6,Normal
5667,ICMP,192.168.111.31,228.223.244.19,3,1,Normal
46652,TCP,10.245.199.239,172.31.64.163,13,9,Normal
19500,TCP,192.168.16.196,10.158.245.236,5,19,Normal
34921,TCP,32.66.244.90,192.168.220.83,34,31,Attack
21160,TCP,10.14.163.178,10.224.178.111,20,13,Normal
57116,TCP,10.127.27.149,192.168.34.137,48,42,Attack
21885,TCP,10.90.140.199,192.168.99.58,14,12,Normal
19154,TCP,172.28.136.161,220.97.11.226,14,9,Normal
27819,TCP,10.178.185.100,10.236.127.60,17,12,Normal
17565,TCP,192.168.115.154,4.48.251.80,1,13,Normal
11121,TCP,10.106.124.5,192.168.173.50,8,10,Normal
5088,TCP,172.29.30.163,172.26.127.180,3,7,Normal
19134,TCP,109.141.207.245,10.173.134.120,10,12,Normal
27187,TCP,192.168.214.165,32.153.121.67,30,4,Attack
6398,TCP,172.18.96.204,10.22.130.165,9,8,Normal
10794,TCP,245.56.148.107,172.16.200.88,15,10,Normal
47808,TCP,192.168.193.238,172.25.103.38,27,33,Attack
18607,TCP,10.240.4.80,10.205.24.216,20,14,Normal
34372,TCP,172.22.116.132,172.27.108.101,2,19,Normal
21566,UDP,192.168.81.77,172.18.44.38,11,9,Normal
5339,TCP,172.16.179.64,172.29.120.205,4,8,Normal
27501,TCP,10.14.50.79,172.18.204.185,14,5,Normal
18982,TCP,192.168.25.58,192.168.84.88,14,16,Normal
9166,TCP,192.168.164.35,172.19.169.3,10,16,Normal
14484,TCP,192.168.197.168,10.100.6.179,15,2,Normal
10157,UDP,208.193.150.212,172.18.47.71,5,8,Normal
7333,UDP,192.168.27.8,10.61.63.162,4,8,Normal
16879,TCP,192.168.30.213,172.29.141.69,14,11,Normal
21585,TCP,172.27.22.29,192.168.40.250,9,11,Normal
17130,TCP,238.54.91.40,172.19.155.174,20,8,Normal
22835,TCP,10.181.200.237,47.193.129.176,14,18,Normal
38049,TCP,192.168.44.122,132.14.148.210,44,24,Attack
30669,TCP,10.38.103.131,172.25.114.115,31,4,Attack
12276,TCP,192.168.170.233,10.160.113.63,6,11,Normal
10186,UDP,172.22.225.85,10.61.62.206,11,4,Normal
18879,TCP,10.225.241.184,192.168.249.135,16,13,Normal
8653,TCP,192.168.14.237,192.168.185.141,8,7,Normal
17989,UDP,10.187.196.154,51.74.211.75,3,7,Normal
12197,TCP,10.126.137.174,172.25.254.188,12,13,Normal
16433,TCP,10.219.97.132,10.244.178.3,11,6,Normal
15528,TCP,10.118.182.231,233.87.121.159,15,2,Normal
23752,UDP,139.14.100.223,172.30.184.138,6,4,Normal
38646,TCP,199.161.253.252,10.158.128.198,19,16,Normal
16414,TCP,172.25.245.151,10.63.150.121,14,7,Normal
62589,TCP,192.168.211.84,10.124.30.1,67,21,Attack
10646,TCP,10.16.17.42,212.92.41.86,5,2,Normal
33960,TCP,192.168.25.197,67.179.232.82,12,3,Normal
14464,TCP,172.29.246.199,172.18.39.34,18,7,Normal
11145,TCP,172.26.233.64,10.193.117.134,5,14,Normal
13310,TCP,192.168.225.52,180.197.57.72,16,16,Normal
19246,UDP,172.19.22.9,10.82.77.197,2,1,Normal
22910,TCP,192.168.80.189,172.31.92.31,19,0,Normal
7759,UDP,172.28.236.195,166.142.216.80,4,6,Normal
15835,TCP,10.65.154.195,172.17.202.117,5,10,Normal
26104,TCP,10.193.154.211,10.239.213.37,6,15,Normal
22180,UDP,39.34.164.249,172.19.129.105,10,6,Normal
5471,UDP,192.168.216.117,192.168.150.69,6,3,Normal
39010,TCP,172.25.252.40,172.16.74.248,37,15,Attack
22235,UDP,192.168.178.238,10.183.170.62,14,6,Normal
15728,TCP,192.168.132.237,192.168.67.255,7,16,Normal
19403,TCP,253.229.237.98,172.26.186.9,11,15,Normal
12067,ICMP,192.168.2.211,192.168.79.116,4,2,Normal
40244,TCP,192.168.175.49,192.168.250.236,5,7,Normal
27544,UDP,10.249.176.24,172.22.9.186,19,4,Normal
17207,TCP,10.216.163.229,172.27.129.218,10,8,Normal
13165,UDP,172.23.138.218,154.174.225.114,4,7,Normal
5961,TCP,192.168.113.205,192.168.105.137,5,6,Normal
18877,TCP,172.27.107.221,172.22.32.73,13,8,Normal
28474,TCP,172.28.188.186,192.168.82.118,12,9,Normal
45020,TCP,156.234.56.42,172.17.142.44,21,47,Attack
15307,TCP,10.124.169.249,10.103.116.10,17,6,Normal
18694,TCP,192.168.220.27,10.82.39.75,14,8,Normal
60389,TCP,192.168.69.115,10.90.154.247,57,40,Attack
27343,TCP,236.133.158.53,10.121.117.140,18,6,Normal
8191,TCP,172.31.109.166,192.168.119.106,5,2,Normal
35704,UDP,10.127.36.168,99.22.34.178,16,8,Normal
32917,UDP,192.168.106.104,196.164.25.51,29,6,Attack
5243,UDP,10.24.82.29,172.29.13.119,10,1,Normal
24558,TCP,172.31.159.2,192.168.209.75,14,10,Normal
3878,UDP,192.168.132.155,10.31.79.188,7,4,Normal
14818,TCP,192.168.214.224,38.225.254.157,17,7,Normal
11591,TCP,10.233.94.190,192.168.250.163,18,9,Normal
43184,TCP,192.168.134.82,192.168.130.152,13,12,Normal
25139,TCP,172.19.90.36,192.168.222.8,14,10,Normal
27475,TCP,10.13.152.102,88.240.151.56,22,14,Normal
9900,TCP,10.132.244.229,51.182.60.148,1,9,Normal
48707,ICMP,172.26.99.210,87.179.241.155,12,4,Attack
13035,TCP,202.50.236.233,192.168.136.208,12,10,Normal
52173,TCP,166.203.23.111,192.168.47.19,19,5,Normal
10967,ICMP,10.182.102.169,10.214.200.190,1,2,Normal
36660,TCP,192.168.201.167,129.108.109.89,13,12,Normal
34207,TCP,192.168.165.143,192.168.118.20,13,9,Normal
9738,UDP,172.20.28.34,192.168.140.226,9,6,Normal
18286,UDP,172.16.143.155,192.168.161.26,7,5,Normal
27399,TCP,192.168.231.162,10.164.60.77,9,7,Normal
6362,TCP,10.163.225.107,39.69.171.249,14,4,Normal
26712,TCP,172.20.213.149,172.31.9.6,15,8,Normal
28841,TCP,192.168.238.37,143.4.180.99,38,27,Attack
27265,TCP,151.206.110.26,172.29.144.96,14,15,Normal
19525,TCP,10.113.4.55,10.3.44.118,20,14,Normal
14919,TCP,172.18.116.74,192.168.53.230,12,13,Normal
15742,UDP,192.168.116.186,192.168.60.4,3,18,Attack
10968,TCP,10.113.44.123,172.26.9.193,13,3,Normal
14599,TCP,10.213.31.237,192.168.126.201,9,11,Normal
11697,TCP,180.244.63.204,172.30.47.96,13,13,Normal
37869,UDP,82.145.4.224,64.81.247.238,33,14,Attack
35946,TCP,212.233.5.55,192.168.8.139,21,39,Attack
31881,TCP,10.232.96.58,233.242.255.27,18,15,Normal
14971,TCP,10.141.81.51,172.21.119.130,14,17,Normal
23737,TCP,172.31.109.105,192.168.186.227,10,16,Normal
3834,TCP,192.168.222.195,172.20.69.40,6,0,Normal
18160,UDP,97.252.13.239,192.168.117.30,4,4,Normal
19594,TCP,155.124.107.127,172.24.35.189,12,6,Normal
18216,UDP,192.168.252.22,192.168.158.182,8,7,Normal
34705,ICMP,10.201.32.232,221.140.226.241,3,1,Normal
20614,TCP,172.21.29.4,10.197.2.107,17,6,Normal
11762,TCP,192.168.161.59,172.17.14.97,10,7,Normal
22588,TCP,172.31.22.59,224.32.66.60,15,8,Normal
3812,UDP,172.27.250.13,192.168.88.231,9,7,Normal
14242,TCP,192.168.41.59,192.168.158.36,9,3,Normal
18080,TCP,192.168.231.116,192.168.127.7,10,6,Normal
41924,TCP,67.47.237.182,10.172.29.12,8,0,Normal
12293,UDP,192.168.25.229,58.75.86.177,2,7,Normal
29225,TCP,10.100.164.27,10.132.213.140,7,14,Normal
8992,TCP,172.16.15.85,192.168.106.112,8,11,Normal
17540,TCP,10.133.209.255,192.168.45.97,10,12,Normal
11305,ICMP,192.168.199.12,172.19.141.253,2,2,Normal
15829,TCP,119.218.135.205,10.179.21.1,17,11,Normal
12964,TCP,10.83.97.169,172.28.83.134,8,2,Normal
17283,UDP,10.151.167.19,192.168.24.107,19,17,Attack
24537,UDP,10.128.198.59,10.114.22.36,8,3,Normal
11763,TCP,172.31.14.6,192.168.72.88,12,12,Normal
19479,TCP,172.132.99.190,192.168.179.101,18,9,Normal
22556,UDP,172.19.88.248,10.182.60.238,15,9,Normal
22296,UDP,39.219.233.64,172.24.126.150,8,6,Normal
18361,TCP,10.153.7.207,192.168.236.47,18,6,Normal
6006,TCP,192.168.53.254,10.65.179.75,8,4,Normal
23466,UDP,10.8.15.0,172.25.254.174,7,3,Normal
13878,UDP,172.18.148.220,201.66.224.64,6,5,Normal
12092,UDP,192.168.51.186,10.93.227.95,3,9,Normal
14067,TCP,233.123.137.137,192.168.103.18,17,8,Normal
41328,TCP,172.17.57.100,172.16.123.31,19,11,Normal
10037,UDP,10.155.218.120,172.31.205.220,11,2,Normal
24401,UDP,10.46.115.26,212.52.78.193,6,7,Normal
10603,UDP,172.21.152.74,12.92.170.111,7,5,Normal
23071,TCP,172.29.88.22,192.168.0.181,11,11,Normal
13293,TCP,192.168.135.2,147.222.90.176,12,16,Normal
27184,UDP,10.144.32.141,192.168.31.168,4,6,Normal
24525,TCP,10.153.117.197,192.168.40.118,15,5,Normal
2217,ICMP,172.26.122.245,172.28.247.159,2,2,Normal
27191,TCP,172.31.231.227,172.28.235.32,64,31,Attack
17852,UDP,10.106.208.253,166.49.253.45,10,7,Normal
5109,UDP,192.168.99.70,114.74.195.22,1,6,Normal
44797,TCP,192.168.167.199,10.239.105.47,9,16,Normal
21535,TCP,172.30.57.85,10.17.253.51,15,13,Normal
27654,TCP,172.26.182.90,61.254.87.201,14,10,Normal
21922,TCP,10.163.90.100,172.22.104.237,16,9,Normal
13588,TCP,172.28.109.53,10.53.23.159,18,5,Normal
8992,TCP,172.19.115.141,192.168.22.95,16,8,Normal
5015,UDP,10.242.5.93,10.227.140.225,10,2,Normal
19890,TCP,192.168.93.70,10.194.146.134,13,9,Normal
7823,TCP,192.168.115.170,192.168.90.116,11,2,Normal
21897,TCP,221.49.203.143,172.29.56.81,12,10,Normal
6277,TCP,246.91.164.174,235.9.221.28,3,5,Normal
11476,TCP,246.169.19.110,172.26.161.175,12,11,Normal
31728,TCP,10.77.252.142,10.142.118.132,11,10,Normal
